TIMEOUT,INSTANCE,RESULT
5,J50107_4,
5,J50107_4,
5,J50107_4,
5,J50107_4,
5,J50107_4,
5,J50103_2,
5,J50103_2,
5,J50103_2,
5,J50103_2,
5,J50103_2,
5,J5023_1,
5,J5023_1,
5,J5023_1,
5,J5023_1,
5,J5023_1,
5,J5028_1,
5,J5028_1,
5,J5028_1,
5,J5028_1,
5,J5028_1,
5,J5036_2,
5,J5036_2,
5,J5036_2,
5,J5036_2,
5,J5036_2,
5,J5039_3,
5,J5039_3,
5,J5039_3,
5,J5039_3,
5,J5039_3,
5,J5059_2,
5,J5059_2,
5,J5059_2,
5,J5059_2,
5,J5059_2,
5,J5076_1,
5,J5076_1,
5,J5076_1,
5,J5076_1,
5,J5076_1,
5,J5089_4,
5,J5089_4,
5,J5089_4,
5,J5089_4,
5,J5089_4,
5,J5090_1,
5,J5090_1,
5,J5090_1,
5,J5090_1,
5,J5090_1,
20,J50107_4,
20,J50107_4,
20,J50107_4,
20,J50107_4,
20,J50107_4,
20,J50103_2,
20,J50103_2,
20,J50103_2,
20,J50103_2,
20,J50103_2,
20,J5023_1,
20,J5023_1,
20,J5023_1,
20,J5023_1,
20,J5023_1,
20,J5028_1,
20,J5028_1,
20,J5028_1,
20,J5028_1,
20,J5028_1,
20,J5036_2,
20,J5036_2,
20,J5036_2,
20,J5036_2,
20,J5036_2,
20,J5039_3,
20,J5039_3,
20,J5039_3,
20,J5039_3,
20,J5039_3,
20,J5059_2,
20,J5059_2,
20,J5059_2,
20,J5059_2,
20,J5059_2,
20,J5076_1,
20,J5076_1,
20,J5076_1,
20,J5076_1,
20,J5076_1,
20,J5089_4,
20,J5089_4,
20,J5089_4,
20,J5089_4,
20,J5089_4,
20,J5090_1,
20,J5090_1,
20,J5090_1,
20,J5090_1,
20,J5090_1,
35,J50107_4,
35,J50107_4,
35,J50107_4,
35,J50107_4,
35,J50107_4,50
35,J50103_2,
35,J50103_2,
35,J50103_2,
35,J50103_2,
35,J50103_2,
35,J5023_1,
35,J5023_1,
35,J5023_1,
35,J5023_1,
35,J5023_1,
35,J5028_1,25
35,J5028_1,
35,J5028_1,
35,J5028_1,25
35,J5028_1,
35,J5036_2,
35,J5036_2,
35,J5036_2,19
35,J5036_2,
35,J5036_2,
35,J5039_3,
35,J5039_3,
35,J5039_3,
35,J5039_3,
35,J5039_3,
35,J5059_2,
35,J5059_2,
35,J5059_2,
35,J5059_2,
35,J5059_2,
35,J5076_1,
35,J5076_1,
35,J5076_1,
35,J5076_1,
35,J5076_1,
35,J5089_4,45
35,J5089_4,45
35,J5089_4,45
35,J5089_4,45
35,J5089_4,45
35,J5090_1,54
35,J5090_1,54
35,J5090_1,
35,J5090_1,54
35,J5090_1,54
50,J50107_4,50
50,J50107_4,50
50,J50107_4,50
50,J50107_4,50
50,J50107_4,50
50,J50103_2,
50,J50103_2,
50,J50103_2,
50,J50103_2,
50,J50103_2,
50,J5023_1,
50,J5023_1,
50,J5023_1,
50,J5023_1,
50,J5023_1,
50,J5028_1,25
50,J5028_1,25
50,J5028_1,25
50,J5028_1,25
50,J5028_1,25
50,J5036_2,19
50,J5036_2,19
50,J5036_2,19
50,J5036_2,19
50,J5036_2,19
50,J5039_3,27
50,J5039_3,27
50,J5039_3,27
50,J5039_3,27
50,J5039_3,27
50,J5059_2,22
50,J5059_2,22
50,J5059_2,22
50,J5059_2,22
50,J5059_2,22
50,J5076_1,
50,J5076_1,
50,J5076_1,
50,J5076_1,
50,J5076_1,
50,J5089_4,45
50,J5089_4,45
50,J5089_4,45
50,J5089_4,45
50,J5089_4,45
50,J5090_1,54
50,J5090_1,54
50,J5090_1,54
50,J5090_1,54
50,J5090_1,54
65,J50107_4,50
65,J50107_4,50
65,J50107_4,50
65,J50107_4,50
65,J50107_4,50
65,J50103_2,
65,J50103_2,
65,J50103_2,
65,J50103_2,
65,J50103_2,
65,J5023_1,
65,J5023_1,
65,J5023_1,
65,J5023_1,
65,J5023_1,
65,J5028_1,25
65,J5028_1,25
65,J5028_1,25
65,J5028_1,25
65,J5028_1,25
65,J5036_2,19
65,J5036_2,19
65,J5036_2,19
65,J5036_2,19
65,J5036_2,19
65,J5039_3,27
65,J5039_3,27
65,J5039_3,27
65,J5039_3,27
65,J5039_3,27
65,J5059_2,22
65,J5059_2,22
65,J5059_2,22
65,J5059_2,22
65,J5059_2,22
65,J5076_1,
65,J5076_1,
65,J5076_1,
65,J5076_1,
65,J5076_1,
65,J5089_4,45
65,J5089_4,45
65,J5089_4,45
